Result_ID	Unique_Seq_ID
1	1
2	2
3	3
4	4
5	5
6	6
7	3
8	7
9	8
10	3
11	9
12	10
13	3
14	9
15	11
16	12
17	13
18	9
19	14
20	15
21	16
22	17
23	3
24	18
25	19
26	20
27	21
28	10
29	22
30	23
31	24
32	25
33	7
34	17
35	26
36	27
37	28
38	29
39	24
40	3
41	30
42	31
43	32
44	33
45	34
46	35
47	36
48	37
49	38
50	15
51	39
52	40
53	3
54	41
55	42
56	43
57	44
58	45
59	46
60	47
61	48
62	49
63	50
64	51
65	52
66	53
67	54
68	55
69	56
70	57
71	58
72	59
73	13
74	57
75	28
76	60
77	61
78	62
79	63
80	64
81	57
82	65
83	66
84	3
85	67
86	20
87	57
88	68
89	69
90	70
91	71
92	72
93	73
94	3
95	74
96	75
97	76
98	61
99	57
100	77
101	78
102	3
103	13
104	79
105	80
106	41
107	81
108	82
109	3
110	83
111	84
112	3
113	85
114	86
115	87
116	88
117	57
118	89
119	90
120	91
121	92
122	93
123	94
124	95
125	96
126	97
127	98
128	99
129	100
130	101
131	102
132	53
133	103
134	44
135	104
136	105
137	106
138	107
139	108
140	97
141	21
142	66
143	109
144	110
145	1
146	23
147	21
148	111
149	112
150	113
151	114
152	115
153	116
154	117
155	32
156	118
157	119
158	120
159	121
160	3
161	122
162	123
163	124
164	125
165	126
166	127
167	128
168	129
169	130
170	131
171	132
172	38
173	133
174	134
175	135
176	136
177	87
178	137
179	138
180	139
181	47
182	140
183	141
184	142
185	143
186	133
187	144
188	64
189	145
190	146
191	147
192	148
193	149
194	150
195	151
196	152
197	123
198	153
199	10
200	96
201	5
202	154
203	155
204	156
205	153
206	157
207	158
208	159
209	160
210	161
211	162
212	163
213	164
214	165
215	166
216	167
217	168
218	169
219	170
220	171
221	172
222	173
223	174
224	175
225	176
226	177
227	128
228	178
229	108
230	179
231	180
232	181
233	174
234	182
235	183
236	153
237	184
238	185
239	186
240	103
241	187
242	134
243	53
244	188
245	189
246	3
247	190
248	191
249	192
250	193
251	57
252	194
253	195
254	196
255	197
256	198
257	196
258	199
259	3
260	53
261	4
262	200
263	13
264	201
265	202
266	203
267	204
268	205
269	3
270	206
271	207
272	208
273	209
274	210
275	211
276	128
277	87
278	212
279	96
280	213
281	214
282	159
283	53
284	215
285	216
286	209
287	84
288	211
289	87
290	217
291	218
292	123
293	75
294	219
295	220
296	221
297	222
298	223
299	224
300	225
301	147
302	226
303	227
304	228
305	229
306	230
307	231
308	232
309	233
310	234
311	211
312	87
313	57
314	235
315	103
316	236
317	193
318	237
319	23
320	108
321	238
322	120
323	239
324	240
325	241
326	242
327	243
328	244
329	245
330	108
331	143
332	246
333	247
334	248
335	229
336	249
337	4
338	250
339	251
340	252
341	253
342	254
343	255
344	75
345	256
346	257
347	75
348	258
349	10
350	259
351	260
352	196
353	261
354	262
355	263
356	264
357	265
358	266
359	262
360	267
361	192
362	268
363	60
364	75
365	269
366	270
367	271
368	209
369	272
370	273
371	274
372	275
373	276
374	277
375	278
376	171
377	279
378	108
379	240
380	280
381	13
382	95
383	146
384	281
385	282
386	283
387	146
388	284
389	285
390	286
391	287
392	288
393	289
394	290
395	291
396	292
397	203
398	172
399	13
400	293
401	294
402	295
403	243
404	287
405	87
406	296
407	57
408	297
409	188
410	193
411	298
412	299
413	300
414	301
415	302
416	303
417	304
418	7
419	305
420	306
421	307
422	160
423	144
424	285
425	308
426	288
427	309
428	310
429	311
430	312
431	174
432	313
433	314
434	315
435	316
436	317
437	260
438	318
439	319
440	260
441	313
442	288
443	320
444	321
445	322
446	323
447	305
448	289
449	324
450	313
451	325
452	249
453	288
454	288
455	58
456	326
457	327
458	328
459	329
460	159
461	87
462	146
463	42
464	263
465	330
466	87
467	331
468	332
469	333
470	334
471	335
472	13
473	13
474	336
475	114
476	337
477	338
478	185
479	339
480	340
481	341
482	342
483	343
484	344
485	345
486	346
487	347
488	348
489	57
490	349
491	302
492	350
493	351
494	352
495	78
496	1
497	353
498	354
499	355
500	356
501	357
502	132
503	358
504	209
505	359
506	360
507	3
508	68
509	313
510	361
511	362
512	87
513	87
514	363
515	57
516	364
517	97
518	365
519	225
520	366
521	345
522	87
523	367
524	146
525	368
526	369
527	236
528	370
529	371
530	61
531	146
532	372
533	373
534	374
535	87
536	165
537	145
538	375
539	209
540	376
541	377
542	375
543	341
544	378
545	379
546	65
547	314
548	380
549	20
550	112
551	381
552	382
553	200
554	383
555	174
556	384
557	156
558	385
559	386
560	387
561	388
562	389
