ScanNumber	ScanTypeName	ScanType
3402	CID-MSn	2
3403	HMS	1
3404	CID-MSn	2
3405	CID-MSn	2
3406	CID-MSn	2
3407	CID-MSn	2
3408	CID-MSn	2
3409	CID-MSn	2
3410	CID-MSn	2
3411	CID-MSn	2
3412	CID-MSn	2
3413	CID-MSn	2
3414	HMS	1
3415	CID-MSn	2
3416	CID-MSn	2
3417	CID-MSn	2
3418	CID-MSn	2
3419	CID-MSn	2
3420	CID-MSn	2
3421	CID-MSn	2
3422	CID-MSn	2
3423	CID-MSn	2
3424	CID-MSn	2
3425	HMS	1
3426	CID-MSn	2
3427	CID-MSn	2
3428	CID-MSn	2
3429	CID-MSn	2
3430	CID-MSn	2
3431	CID-MSn	2
3432	CID-MSn	2
3433	CID-MSn	2
3434	CID-MSn	2
3435	CID-MSn	2
3436	HMS	1
3437	CID-MSn	2
3438	CID-MSn	2
3439	CID-MSn	2
3440	CID-MSn	2
3441	CID-MSn	2
3442	CID-MSn	2
3443	CID-MSn	2
3444	CID-MSn	2
3445	CID-MSn	2
3446	CID-MSn	2
3447	HMS	1
3448	CID-MSn	2
3449	CID-MSn	2
3450	CID-MSn	2
3451	CID-MSn	2
3452	CID-MSn	2
3453	CID-MSn	2
3454	CID-MSn	2
3455	CID-MSn	2
3456	CID-MSn	2
3457	CID-MSn	2
3458	HMS	1
3459	CID-MSn	2
3460	CID-MSn	2
3461	CID-MSn	2
3462	CID-MSn	2
3463	CID-MSn	2
3464	CID-MSn	2
3465	CID-MSn	2
3466	CID-MSn	2
3467	CID-MSn	2
3468	CID-MSn	2
3469	HMS	1
3470	CID-MSn	2
3471	CID-MSn	2
3472	CID-MSn	2
3473	CID-MSn	2
3474	CID-MSn	2
3475	CID-MSn	2
3476	CID-MSn	2
3477	CID-MSn	2
3478	CID-MSn	2
3479	CID-MSn	2
3480	HMS	1
3481	CID-MSn	2
3482	CID-MSn	2
3483	CID-MSn	2
3484	CID-MSn	2
3485	CID-MSn	2
3486	CID-MSn	2
3487	CID-MSn	2
3488	CID-MSn	2
3489	CID-MSn	2
3490	CID-MSn	2
3491	HMS	1
3492	CID-MSn	2
3493	CID-MSn	2
3494	CID-MSn	2
3495	CID-MSn	2
3496	CID-MSn	2
3497	CID-MSn	2
3498	CID-MSn	2
3499	CID-MSn	2
3500	CID-MSn	2
3501	CID-MSn	2
3502	HMS	1
3503	CID-MSn	2
3504	CID-MSn	2
3505	CID-MSn	2
3506	CID-MSn	2
3507	CID-MSn	2
3508	CID-MSn	2
3509	CID-MSn	2
3510	CID-MSn	2
3511	CID-MSn	2
3512	CID-MSn	2
3513	HMS	1
3514	CID-MSn	2
3515	CID-MSn	2
3516	CID-MSn	2
3517	CID-MSn	2
3518	CID-MSn	2
3519	CID-MSn	2
3520	CID-MSn	2
3521	CID-MSn	2
3522	CID-MSn	2
3523	CID-MSn	2
3524	HMS	1
3525	CID-MSn	2
3526	CID-MSn	2
3527	CID-MSn	2
3528	CID-MSn	2
3529	CID-MSn	2
3530	CID-MSn	2
3531	CID-MSn	2
3532	CID-MSn	2
3533	CID-MSn	2
3534	CID-MSn	2
3535	HMS	1
3536	CID-MSn	2
3537	CID-MSn	2
3538	CID-MSn	2
3539	CID-MSn	2
3540	CID-MSn	2
3541	CID-MSn	2
3542	CID-MSn	2
3543	CID-MSn	2
3544	CID-MSn	2
3545	CID-MSn	2
3546	HMS	1
3547	CID-MSn	2
3548	CID-MSn	2
3549	CID-MSn	2
3550	CID-MSn	2
3551	CID-MSn	2
3552	CID-MSn	2
3553	CID-MSn	2
3554	CID-MSn	2
3555	CID-MSn	2
3556	CID-MSn	2
3557	HMS	1
3558	CID-MSn	2
3559	CID-MSn	2
3560	CID-MSn	2
3561	CID-MSn	2
3562	CID-MSn	2
3563	CID-MSn	2
3564	CID-MSn	2
3565	CID-MSn	2
3566	CID-MSn	2
3567	CID-MSn	2
3568	HMS	1
3569	CID-MSn	2
3570	CID-MSn	2
3571	CID-MSn	2
3572	CID-MSn	2
3573	CID-MSn	2
3574	CID-MSn	2
3575	CID-MSn	2
3576	CID-MSn	2
3577	CID-MSn	2
3578	CID-MSn	2
3579	HMS	1
3580	CID-MSn	2
3581	CID-MSn	2
3582	CID-MSn	2
3583	CID-MSn	2
3584	CID-MSn	2
3585	CID-MSn	2
3586	CID-MSn	2
3587	CID-MSn	2
3588	CID-MSn	2
3589	CID-MSn	2
3590	HMS	1
3591	CID-MSn	2
3592	CID-MSn	2
3593	CID-MSn	2
3594	CID-MSn	2
3595	CID-MSn	2
3596	CID-MSn	2
3597	CID-MSn	2
3598	CID-MSn	2
3599	CID-MSn	2
3600	CID-MSn	2
3601	HMS	1
3602	CID-MSn	2
3603	CID-MSn	2
3604	CID-MSn	2
3605	CID-MSn	2
3606	CID-MSn	2
3607	CID-MSn	2
3608	CID-MSn	2
3609	CID-MSn	2
3610	CID-MSn	2
3611	CID-MSn	2
3612	HMS	1
3613	CID-MSn	2
3614	CID-MSn	2
3615	CID-MSn	2
3616	CID-MSn	2
3617	CID-MSn	2
3618	CID-MSn	2
3619	CID-MSn	2
3620	CID-MSn	2
3621	CID-MSn	2
3622	CID-MSn	2
3623	HMS	1
3624	CID-MSn	2
3625	CID-MSn	2
3626	CID-MSn	2
3627	CID-MSn	2
3628	CID-MSn	2
3629	CID-MSn	2
3630	CID-MSn	2
3631	CID-MSn	2
3632	CID-MSn	2
3633	CID-MSn	2
3634	HMS	1
3635	CID-MSn	2
3636	CID-MSn	2
3637	CID-MSn	2
3638	CID-MSn	2
3639	CID-MSn	2
3640	CID-MSn	2
3641	CID-MSn	2
3642	CID-MSn	2
3643	CID-MSn	2
3644	CID-MSn	2
3645	HMS	1
3646	CID-MSn	2
3647	CID-MSn	2
3648	CID-MSn	2
3649	CID-MSn	2
3650	CID-MSn	2
3651	CID-MSn	2
3652	CID-MSn	2
3653	CID-MSn	2
3654	CID-MSn	2
3655	CID-MSn	2
3656	HMS	1
3657	CID-MSn	2
3658	CID-MSn	2
3659	CID-MSn	2
3660	CID-MSn	2
3661	CID-MSn	2
3662	CID-MSn	2
3663	CID-MSn	2
3664	CID-MSn	2
3665	CID-MSn	2
3666	CID-MSn	2
3667	HMS	1
3668	CID-MSn	2
3669	CID-MSn	2
3670	CID-MSn	2
3671	CID-MSn	2
3672	CID-MSn	2
3673	CID-MSn	2
3674	CID-MSn	2
3675	CID-MSn	2
3676	CID-MSn	2
3677	CID-MSn	2
3678	HMS	1
3679	CID-MSn	2
3680	CID-MSn	2
3681	CID-MSn	2
3682	CID-MSn	2
3683	CID-MSn	2
3684	CID-MSn	2
3685	CID-MSn	2
3686	CID-MSn	2
3687	CID-MSn	2
3688	CID-MSn	2
3689	HMS	1
3690	CID-MSn	2
3691	CID-MSn	2
3692	CID-MSn	2
3693	CID-MSn	2
3694	CID-MSn	2
3695	CID-MSn	2
3696	CID-MSn	2
3697	CID-MSn	2
3698	CID-MSn	2
3699	CID-MSn	2
3700	HMS	1
3701	CID-MSn	2
3702	CID-MSn	2
3703	CID-MSn	2
3704	CID-MSn	2
3705	CID-MSn	2
3706	CID-MSn	2
3707	CID-MSn	2
3708	CID-MSn	2
3709	CID-MSn	2
3710	CID-MSn	2
3711	HMS	1
3712	CID-MSn	2
3713	CID-MSn	2
3714	CID-MSn	2
3715	CID-MSn	2
3716	CID-MSn	2
3717	CID-MSn	2
3718	CID-MSn	2
3719	CID-MSn	2
3720	CID-MSn	2
3721	CID-MSn	2
3722	HMS	1
3723	CID-MSn	2
3724	CID-MSn	2
3725	CID-MSn	2
3726	CID-MSn	2
3727	CID-MSn	2
3728	CID-MSn	2
3729	CID-MSn	2
3730	CID-MSn	2
3731	CID-MSn	2
3732	CID-MSn	2
3733	HMS	1
3734	CID-MSn	2
3735	CID-MSn	2
3736	CID-MSn	2
3737	CID-MSn	2
3738	CID-MSn	2
3739	CID-MSn	2
3740	CID-MSn	2
3741	CID-MSn	2
3742	CID-MSn	2
3743	CID-MSn	2
3744	HMS	1
3745	CID-MSn	2
3746	CID-MSn	2
3747	CID-MSn	2
3748	CID-MSn	2
3749	CID-MSn	2
3750	CID-MSn	2
3751	CID-MSn	2
3752	CID-MSn	2
3753	CID-MSn	2
3754	CID-MSn	2
3755	HMS	1
3756	CID-MSn	2
3757	CID-MSn	2
3758	CID-MSn	2
3759	CID-MSn	2
3760	CID-MSn	2
3761	CID-MSn	2
3762	CID-MSn	2
3763	CID-MSn	2
3764	CID-MSn	2
3765	CID-MSn	2
3766	HMS	1
3767	CID-MSn	2
3768	CID-MSn	2
3769	CID-MSn	2
3770	CID-MSn	2
3771	CID-MSn	2
3772	CID-MSn	2
3773	CID-MSn	2
3774	CID-MSn	2
3775	CID-MSn	2
3776	CID-MSn	2
3777	HMS	1
3778	CID-MSn	2
3779	CID-MSn	2
3780	CID-MSn	2
3781	CID-MSn	2
3782	CID-MSn	2
3783	CID-MSn	2
3784	CID-MSn	2
3785	CID-MSn	2
3786	CID-MSn	2
3787	CID-MSn	2
3788	HMS	1
3789	CID-MSn	2
3790	CID-MSn	2
3791	CID-MSn	2
3792	CID-MSn	2
3793	CID-MSn	2
3794	CID-MSn	2
3795	CID-MSn	2
3796	CID-MSn	2
3797	CID-MSn	2
3798	CID-MSn	2
3799	HMS	1
3800	CID-MSn	2
3801	CID-MSn	2
3802	CID-MSn	2
3803	CID-MSn	2
3804	CID-MSn	2
3805	CID-MSn	2
3806	CID-MSn	2
3807	CID-MSn	2
3808	CID-MSn	2
3809	CID-MSn	2
3810	HMS	1
3811	CID-MSn	2
3812	CID-MSn	2
3813	CID-MSn	2
3814	CID-MSn	2
3815	CID-MSn	2
3816	CID-MSn	2
3817	CID-MSn	2
3818	CID-MSn	2
3819	CID-MSn	2
3820	CID-MSn	2
3821	HMS	1
3822	CID-MSn	2
3823	CID-MSn	2
3824	CID-MSn	2
3825	CID-MSn	2
3826	CID-MSn	2
3827	CID-MSn	2
3828	CID-MSn	2
3829	CID-MSn	2
3830	CID-MSn	2
3831	CID-MSn	2
3832	HMS	1
3833	CID-MSn	2
3834	CID-MSn	2
3835	CID-MSn	2
3836	CID-MSn	2
3837	CID-MSn	2
3838	CID-MSn	2
3839	CID-MSn	2
3840	CID-MSn	2
3841	CID-MSn	2
3842	CID-MSn	2
3843	HMS	1
3844	CID-MSn	2
3845	CID-MSn	2
3846	CID-MSn	2
3847	CID-MSn	2
3848	CID-MSn	2
3849	CID-MSn	2
3850	CID-MSn	2
3851	CID-MSn	2
3852	CID-MSn	2
3853	CID-MSn	2
3854	HMS	1
3855	CID-MSn	2
3856	CID-MSn	2
3857	CID-MSn	2
3858	CID-MSn	2
3859	CID-MSn	2
3860	CID-MSn	2
3861	CID-MSn	2
3862	CID-MSn	2
3863	CID-MSn	2
3864	CID-MSn	2
3865	HMS	1
3866	CID-MSn	2
3867	CID-MSn	2
3868	CID-MSn	2
3869	CID-MSn	2
3870	CID-MSn	2
3871	CID-MSn	2
3872	CID-MSn	2
3873	CID-MSn	2
3874	CID-MSn	2
3875	CID-MSn	2
3876	HMS	1
3877	CID-MSn	2
3878	CID-MSn	2
3879	CID-MSn	2
3880	CID-MSn	2
3881	CID-MSn	2
3882	CID-MSn	2
3883	CID-MSn	2
3884	CID-MSn	2
3885	CID-MSn	2
3886	CID-MSn	2
3887	HMS	1
3888	CID-MSn	2
3889	CID-MSn	2
3890	CID-MSn	2
3891	CID-MSn	2
3892	CID-MSn	2
3893	CID-MSn	2
3894	CID-MSn	2
3895	CID-MSn	2
3896	CID-MSn	2
3897	CID-MSn	2
3898	HMS	1
3899	CID-MSn	2
3900	CID-MSn	2
3901	CID-MSn	2
3902	CID-MSn	2
3903	CID-MSn	2
3904	CID-MSn	2
3905	CID-MSn	2
3906	CID-MSn	2
3907	CID-MSn	2
3908	CID-MSn	2
3909	HMS	1
3910	CID-MSn	2
3911	CID-MSn	2
3912	CID-MSn	2
3913	CID-MSn	2
3914	CID-MSn	2
3915	CID-MSn	2
3916	CID-MSn	2
3917	CID-MSn	2
3918	CID-MSn	2
3919	CID-MSn	2
3920	HMS	1
3921	CID-MSn	2
3922	CID-MSn	2
3923	CID-MSn	2
3924	CID-MSn	2
3925	CID-MSn	2
3926	CID-MSn	2
3927	CID-MSn	2
3928	CID-MSn	2
3929	CID-MSn	2
3930	CID-MSn	2
3931	HMS	1
3932	CID-MSn	2
3933	CID-MSn	2
3934	CID-MSn	2
3935	CID-MSn	2
3936	CID-MSn	2
3937	CID-MSn	2
3938	CID-MSn	2
3939	CID-MSn	2
3940	CID-MSn	2
3941	CID-MSn	2
3942	HMS	1
3943	CID-MSn	2
3944	CID-MSn	2
3945	CID-MSn	2
3946	CID-MSn	2
3947	CID-MSn	2
3948	CID-MSn	2
3949	CID-MSn	2
3950	CID-MSn	2
3951	CID-MSn	2
3952	CID-MSn	2
3953	HMS	1
3954	CID-MSn	2
3955	CID-MSn	2
3956	CID-MSn	2
3957	CID-MSn	2
3958	CID-MSn	2
3959	CID-MSn	2
3960	CID-MSn	2
3961	CID-MSn	2
3962	CID-MSn	2
3963	CID-MSn	2
3964	HMS	1
3965	CID-MSn	2
3966	CID-MSn	2
3967	CID-MSn	2
3968	CID-MSn	2
3969	CID-MSn	2
3970	CID-MSn	2
3971	CID-MSn	2
3972	CID-MSn	2
3973	CID-MSn	2
3974	CID-MSn	2
3975	HMS	1
3976	CID-MSn	2
3977	CID-MSn	2
3978	CID-MSn	2
3979	CID-MSn	2
3980	CID-MSn	2
3981	CID-MSn	2
3982	CID-MSn	2
3983	CID-MSn	2
3984	CID-MSn	2
3985	CID-MSn	2
3986	HMS	1
3987	CID-MSn	2
3988	CID-MSn	2
3989	CID-MSn	2
3990	CID-MSn	2
3991	CID-MSn	2
3992	CID-MSn	2
3993	CID-MSn	2
3994	CID-MSn	2
3995	CID-MSn	2
3996	CID-MSn	2
3997	HMS	1
3998	CID-MSn	2
3999	CID-MSn	2
4000	CID-MSn	2
4001	CID-MSn	2
4002	CID-MSn	2
4003	CID-MSn	2
4004	CID-MSn	2
4005	CID-MSn	2
4006	CID-MSn	2
4007	CID-MSn	2
4008	HMS	1
4009	CID-MSn	2
4010	CID-MSn	2
4011	CID-MSn	2
4012	CID-MSn	2
4013	CID-MSn	2
4014	CID-MSn	2
4015	CID-MSn	2
4016	CID-MSn	2
4017	CID-MSn	2
4018	CID-MSn	2
4019	HMS	1
4020	CID-MSn	2
4021	CID-MSn	2
4022	CID-MSn	2
4023	CID-MSn	2
4024	CID-MSn	2
4025	CID-MSn	2
4026	CID-MSn	2
4027	CID-MSn	2
4028	CID-MSn	2
4029	CID-MSn	2
4030	HMS	1
4031	CID-MSn	2
4032	CID-MSn	2
4033	CID-MSn	2
4034	CID-MSn	2
4035	CID-MSn	2
4036	CID-MSn	2
4037	CID-MSn	2
4038	CID-MSn	2
4039	CID-MSn	2
4040	CID-MSn	2
4041	HMS	1
4042	CID-MSn	2
4043	CID-MSn	2
4044	CID-MSn	2
4045	CID-MSn	2
4046	CID-MSn	2
4047	CID-MSn	2
4048	CID-MSn	2
4049	CID-MSn	2
4050	CID-MSn	2
4051	CID-MSn	2
4052	HMS	1
4053	CID-MSn	2
4054	CID-MSn	2
4055	CID-MSn	2
4056	CID-MSn	2
4057	CID-MSn	2
4058	CID-MSn	2
4059	CID-MSn	2
4060	CID-MSn	2
4061	CID-MSn	2
4062	CID-MSn	2
4063	HMS	1
4064	CID-MSn	2
4065	CID-MSn	2
4066	CID-MSn	2
4067	CID-MSn	2
4068	CID-MSn	2
4069	CID-MSn	2
4070	CID-MSn	2
4071	CID-MSn	2
4072	CID-MSn	2
4073	CID-MSn	2
4074	HMS	1
4075	CID-MSn	2
4076	CID-MSn	2
4077	CID-MSn	2
4078	CID-MSn	2
4079	CID-MSn	2
4080	CID-MSn	2
4081	CID-MSn	2
4082	CID-MSn	2
4083	CID-MSn	2
4084	CID-MSn	2
4085	HMS	1
4086	CID-MSn	2
4087	CID-MSn	2
4088	CID-MSn	2
4089	CID-MSn	2
4090	CID-MSn	2
4091	CID-MSn	2
4092	CID-MSn	2
4093	CID-MSn	2
4094	CID-MSn	2
4095	CID-MSn	2
4096	HMS	1
4097	CID-MSn	2
4098	CID-MSn	2
4099	CID-MSn	2
4100	CID-MSn	2
4101	CID-MSn	2
4102	CID-MSn	2
4103	CID-MSn	2
4104	CID-MSn	2
4105	CID-MSn	2
4106	CID-MSn	2
4107	HMS	1
4108	CID-MSn	2
4109	CID-MSn	2
4110	CID-MSn	2
4111	CID-MSn	2
4112	CID-MSn	2
4113	CID-MSn	2
4114	CID-MSn	2
4115	CID-MSn	2
4116	CID-MSn	2
4117	CID-MSn	2
4118	HMS	1
4119	CID-MSn	2
4120	CID-MSn	2
4121	CID-MSn	2
4122	CID-MSn	2
4123	CID-MSn	2
4124	CID-MSn	2
4125	CID-MSn	2
4126	CID-MSn	2
4127	CID-MSn	2
4128	CID-MSn	2
4129	HMS	1
4130	CID-MSn	2
4131	CID-MSn	2
4132	CID-MSn	2
4133	CID-MSn	2
4134	CID-MSn	2
4135	CID-MSn	2
4136	CID-MSn	2
4137	CID-MSn	2
4138	CID-MSn	2
4139	CID-MSn	2
4140	HMS	1
4141	CID-MSn	2
4142	CID-MSn	2
4143	CID-MSn	2
4144	CID-MSn	2
4145	CID-MSn	2
4146	CID-MSn	2
4147	CID-MSn	2
4148	CID-MSn	2
4149	CID-MSn	2
4150	CID-MSn	2
4151	HMS	1
4152	CID-MSn	2
4153	CID-MSn	2
4154	CID-MSn	2
4155	CID-MSn	2
4156	CID-MSn	2
4157	CID-MSn	2
4158	CID-MSn	2
4159	CID-MSn	2
4160	CID-MSn	2
4161	CID-MSn	2
4162	HMS	1
4163	CID-MSn	2
4164	CID-MSn	2
4165	CID-MSn	2
4166	CID-MSn	2
4167	CID-MSn	2
4168	CID-MSn	2
4169	CID-MSn	2
4170	CID-MSn	2
4171	CID-MSn	2
4172	CID-MSn	2
4173	HMS	1
4174	CID-MSn	2
4175	CID-MSn	2
4176	CID-MSn	2
4177	CID-MSn	2
4178	CID-MSn	2
4179	CID-MSn	2
4180	CID-MSn	2
4181	CID-MSn	2
4182	CID-MSn	2
4183	CID-MSn	2
4184	HMS	1
4185	CID-MSn	2
4186	CID-MSn	2
4187	CID-MSn	2
4188	CID-MSn	2
4189	CID-MSn	2
4190	CID-MSn	2
4191	CID-MSn	2
4192	CID-MSn	2
4193	CID-MSn	2
4194	CID-MSn	2
4195	HMS	1
4196	CID-MSn	2
4197	CID-MSn	2
4198	CID-MSn	2
4199	CID-MSn	2
4200	CID-MSn	2
4201	CID-MSn	2
4202	CID-MSn	2
4203	CID-MSn	2
4204	CID-MSn	2
4205	CID-MSn	2
4206	HMS	1
4207	CID-MSn	2
4208	CID-MSn	2
4209	CID-MSn	2
4210	CID-MSn	2
4211	CID-MSn	2
4212	CID-MSn	2
4213	CID-MSn	2
4214	CID-MSn	2
4215	CID-MSn	2
4216	CID-MSn	2
4217	HMS	1
4218	CID-MSn	2
4219	CID-MSn	2
4220	CID-MSn	2
4221	CID-MSn	2
4222	CID-MSn	2
4223	CID-MSn	2
4224	CID-MSn	2
4225	CID-MSn	2
4226	CID-MSn	2
4227	CID-MSn	2
4228	HMS	1
4229	CID-MSn	2
4230	CID-MSn	2
4231	CID-MSn	2
4232	CID-MSn	2
4233	CID-MSn	2
4234	CID-MSn	2
4235	CID-MSn	2
4236	CID-MSn	2
4237	CID-MSn	2
4238	CID-MSn	2
4239	HMS	1
4240	CID-MSn	2
4241	CID-MSn	2
4242	CID-MSn	2
4243	CID-MSn	2
4244	CID-MSn	2
4245	CID-MSn	2
4246	CID-MSn	2
4247	CID-MSn	2
4248	CID-MSn	2
4249	CID-MSn	2
4250	HMS	1
4251	CID-MSn	2
4252	CID-MSn	2
4253	CID-MSn	2
4254	CID-MSn	2
4255	CID-MSn	2
4256	CID-MSn	2
4257	CID-MSn	2
4258	CID-MSn	2
4259	CID-MSn	2
4260	CID-MSn	2
4261	HMS	1
4262	CID-MSn	2
4263	CID-MSn	2
4264	CID-MSn	2
4265	CID-MSn	2
4266	CID-MSn	2
4267	CID-MSn	2
4268	CID-MSn	2
4269	CID-MSn	2
4270	CID-MSn	2
4271	CID-MSn	2
4272	HMS	1
4273	CID-MSn	2
4274	CID-MSn	2
4275	CID-MSn	2
4276	CID-MSn	2
4277	CID-MSn	2
4278	CID-MSn	2
4279	CID-MSn	2
4280	CID-MSn	2
4281	CID-MSn	2
4282	CID-MSn	2
4283	HMS	1
4284	CID-MSn	2
4285	CID-MSn	2
4286	CID-MSn	2
4287	CID-MSn	2
4288	CID-MSn	2
4289	CID-MSn	2
4290	CID-MSn	2
4291	CID-MSn	2
4292	CID-MSn	2
4293	CID-MSn	2
4294	HMS	1
4295	CID-MSn	2
4296	CID-MSn	2
4297	CID-MSn	2
4298	CID-MSn	2
4299	CID-MSn	2
4300	CID-MSn	2
4301	CID-MSn	2
4302	CID-MSn	2
4303	CID-MSn	2
4304	CID-MSn	2
4305	HMS	1
4306	CID-MSn	2
4307	CID-MSn	2
4308	CID-MSn	2
4309	CID-MSn	2
4310	CID-MSn	2
4311	CID-MSn	2
4312	CID-MSn	2
4313	CID-MSn	2
4314	CID-MSn	2
4315	CID-MSn	2
4316	HMS	1
4317	CID-MSn	2
4318	CID-MSn	2
4319	CID-MSn	2
4320	CID-MSn	2
4321	CID-MSn	2
4322	CID-MSn	2
4323	CID-MSn	2
4324	CID-MSn	2
4325	CID-MSn	2
4326	CID-MSn	2
4327	HMS	1
4328	CID-MSn	2
4329	CID-MSn	2
4330	CID-MSn	2
4331	CID-MSn	2
4332	CID-MSn	2
4333	CID-MSn	2
4334	CID-MSn	2
4335	CID-MSn	2
4336	CID-MSn	2
4337	CID-MSn	2
4338	HMS	1
4339	CID-MSn	2
4340	CID-MSn	2
4341	CID-MSn	2
4342	CID-MSn	2
4343	CID-MSn	2
4344	CID-MSn	2
4345	CID-MSn	2
4346	CID-MSn	2
4347	CID-MSn	2
4348	CID-MSn	2
4349	HMS	1
4350	CID-MSn	2
4351	CID-MSn	2
4352	CID-MSn	2
4353	CID-MSn	2
4354	CID-MSn	2
4355	CID-MSn	2
4356	CID-MSn	2
4357	CID-MSn	2
4358	CID-MSn	2
4359	CID-MSn	2
4360	HMS	1
4361	CID-MSn	2
4362	CID-MSn	2
4363	CID-MSn	2
4364	CID-MSn	2
4365	CID-MSn	2
4366	CID-MSn	2
4367	CID-MSn	2
4368	CID-MSn	2
4369	CID-MSn	2
4370	CID-MSn	2
4371	HMS	1
4372	CID-MSn	2
4373	CID-MSn	2
4374	CID-MSn	2
4375	CID-MSn	2
4376	CID-MSn	2
4377	CID-MSn	2
4378	CID-MSn	2
4379	CID-MSn	2
4380	CID-MSn	2
4381	CID-MSn	2
4382	HMS	1
4383	CID-MSn	2
4384	CID-MSn	2
4385	CID-MSn	2
4386	CID-MSn	2
4387	CID-MSn	2
4388	CID-MSn	2
4389	CID-MSn	2
4390	CID-MSn	2
4391	CID-MSn	2
4392	CID-MSn	2
4393	HMS	1
4394	CID-MSn	2
4395	CID-MSn	2
4396	CID-MSn	2
4397	CID-MSn	2
4398	CID-MSn	2
4399	CID-MSn	2
4400	CID-MSn	2
4401	CID-MSn	2
4402	CID-MSn	2
4403	CID-MSn	2
4404	HMS	1
4405	CID-MSn	2
4406	CID-MSn	2
4407	CID-MSn	2
4408	CID-MSn	2
4409	CID-MSn	2
4410	CID-MSn	2
4411	CID-MSn	2
4412	CID-MSn	2
4413	CID-MSn	2
4414	CID-MSn	2
4415	HMS	1
4416	CID-MSn	2
4417	CID-MSn	2
4418	CID-MSn	2
4419	CID-MSn	2
4420	CID-MSn	2
4421	CID-MSn	2
4422	CID-MSn	2
4423	CID-MSn	2
4424	CID-MSn	2
4425	CID-MSn	2
4426	HMS	1
4427	CID-MSn	2
4428	CID-MSn	2
4429	CID-MSn	2
4430	CID-MSn	2
4431	CID-MSn	2
4432	CID-MSn	2
4433	CID-MSn	2
4434	CID-MSn	2
4435	CID-MSn	2
4436	CID-MSn	2
4437	HMS	1
4438	CID-MSn	2
4439	CID-MSn	2
4440	CID-MSn	2
4441	CID-MSn	2
4442	CID-MSn	2
4443	CID-MSn	2
4444	CID-MSn	2
4445	CID-MSn	2
4446	CID-MSn	2
4447	CID-MSn	2
4448	HMS	1
4449	CID-MSn	2
4450	CID-MSn	2
4451	CID-MSn	2
4452	CID-MSn	2
4453	CID-MSn	2
4454	CID-MSn	2
4455	CID-MSn	2
4456	CID-MSn	2
4457	CID-MSn	2
4458	CID-MSn	2
4459	HMS	1
4460	CID-MSn	2
4461	CID-MSn	2
4462	CID-MSn	2
4463	CID-MSn	2
4464	CID-MSn	2
4465	CID-MSn	2
4466	CID-MSn	2
4467	CID-MSn	2
4468	CID-MSn	2
4469	CID-MSn	2
4470	HMS	1
4471	CID-MSn	2
4472	CID-MSn	2
4473	CID-MSn	2
4474	CID-MSn	2
4475	CID-MSn	2
4476	CID-MSn	2
4477	CID-MSn	2
4478	CID-MSn	2
4479	CID-MSn	2
4480	CID-MSn	2
4481	HMS	1
4482	CID-MSn	2
4483	CID-MSn	2
4484	CID-MSn	2
4485	CID-MSn	2
4486	CID-MSn	2
4487	CID-MSn	2
4488	CID-MSn	2
4489	CID-MSn	2
4490	CID-MSn	2
4491	CID-MSn	2
4492	HMS	1
4493	CID-MSn	2
4494	CID-MSn	2
4495	CID-MSn	2
4496	CID-MSn	2
4497	CID-MSn	2
4498	CID-MSn	2
4499	CID-MSn	2
4500	CID-MSn	2
4501	CID-MSn	2
4502	CID-MSn	2
4503	HMS	1
4504	CID-MSn	2
4505	CID-MSn	2
4506	CID-MSn	2
4507	CID-MSn	2
4508	CID-MSn	2
4509	CID-MSn	2
4510	CID-MSn	2
4511	CID-MSn	2
4512	CID-MSn	2
4513	CID-MSn	2
4514	HMS	1
4515	CID-MSn	2
4516	CID-MSn	2
4517	CID-MSn	2
4518	CID-MSn	2
4519	CID-MSn	2
4520	CID-MSn	2
4521	CID-MSn	2
4522	CID-MSn	2
4523	CID-MSn	2
4524	CID-MSn	2
4525	HMS	1
4526	CID-MSn	2
4527	CID-MSn	2
4528	CID-MSn	2
4529	CID-MSn	2
4530	CID-MSn	2
4531	CID-MSn	2
4532	CID-MSn	2
4533	CID-MSn	2
4534	CID-MSn	2
4535	CID-MSn	2
4536	HMS	1
4537	CID-MSn	2
4538	CID-MSn	2
4539	CID-MSn	2
4540	CID-MSn	2
4541	CID-MSn	2
4542	CID-MSn	2
4543	CID-MSn	2
4544	CID-MSn	2
4545	CID-MSn	2
4546	CID-MSn	2
4547	HMS	1
4548	CID-MSn	2
4549	CID-MSn	2
4550	CID-MSn	2
4551	CID-MSn	2
4552	CID-MSn	2
4553	CID-MSn	2
4554	CID-MSn	2
4555	CID-MSn	2
4556	CID-MSn	2
4557	CID-MSn	2
4558	HMS	1
4559	CID-MSn	2
4560	CID-MSn	2
4561	CID-MSn	2
4562	CID-MSn	2
4563	CID-MSn	2
4564	CID-MSn	2
4565	CID-MSn	2
4566	CID-MSn	2
4567	CID-MSn	2
4568	CID-MSn	2
4569	HMS	1
4570	CID-MSn	2
4571	CID-MSn	2
4572	CID-MSn	2
4573	CID-MSn	2
4574	CID-MSn	2
4575	CID-MSn	2
4576	CID-MSn	2
4577	CID-MSn	2
4578	CID-MSn	2
4579	CID-MSn	2
4580	HMS	1
4581	CID-MSn	2
4582	CID-MSn	2
4583	CID-MSn	2
4584	CID-MSn	2
4585	CID-MSn	2
4586	CID-MSn	2
4587	CID-MSn	2
4588	CID-MSn	2
4589	CID-MSn	2
4590	CID-MSn	2
4591	HMS	1
4592	CID-MSn	2
4593	CID-MSn	2
