ScanNumber	ScanTime	ScanType
13566	3.5258077	2
13567	3.5260324	2
13568	3.5262333	2
13569	3.5264595	2
13570	3.5266596	2
13571	3.5268849	2
13572	3.5270849	2
13573	3.5273097	2
13574	3.5275344	2
13575	3.5277343	2
13576	3.5279343	2
13577	3.5281341	2
13578	3.5283355	2
13579	3.5285351	2
13580	3.5287825	2
13581	3.5290105	2
13582	3.5292104	2
13583	3.5294388	2
13584	3.5296389	2
13585	3.5298387	2
13586	3.5300637	2
13587	3.5302635	2
13588	3.5304636	2
13589	3.5306883	2
13590	3.5309167	2
13591	3.5311484	2
13592	3.5313733	2
13593	3.5316211	2
13594	3.531846	2
13595	3.5320707	2
13596	3.5322955	2
13597	3.5324953	2
13598	3.5328043	1
13599	3.5347587	2
13600	3.5349588	2
13601	3.5351663	2
13602	3.5353659	2
13603	3.5355908	2
13604	3.5358156	2
13605	3.5360155	2
13606	3.5362628	2
13607	3.5364904	2
13608	3.5367376	2
13609	3.5369624	2
13610	3.5371621	2
13611	3.5373871	2
13612	3.5376119	2
13613	3.5378367	2
13614	3.5380365	2
13615	3.5382613	2
13616	3.5385064	2
13617	3.5387311	2
13618	3.5389581	2
13619	3.5391617	2
13620	3.5393615	2
13621	3.5395613	2
13622	3.5397613	2
13623	3.5399687	2
13624	3.5401697	2
13625	3.5403947	2
13626	3.5405949	2
13627	3.5407957	2
13628	3.5409955	2
13629	3.5411956	2
13630	3.5414204	2
13631	3.5416212	2
13632	3.5418221	2
13633	3.5420472	2
13634	3.5422471	2
13635	3.5424469	2
13636	3.5426467	2
13637	3.5428469	2
13638	3.5430543	2
13639	3.5433633	1
13640	3.5453175	2
13641	3.5455423	2
13642	3.5457709	2
13643	3.5459956	2
13644	3.5462203	2
13645	3.5464201	2
13646	3.5466284	2
13647	3.5468533	2
13648	3.547078	2
13649	3.5473036	2
13650	3.5475039	2
13651	3.5477287	2
13652	3.5479284	2
13653	3.5481533	2
13654	3.5483568	2
13655	3.5485849	2
13656	3.5488097	2
13657	3.5490093	2
13658	3.5492093	2
13659	3.5494092	2
13660	3.5496091	2
13661	3.5498091	2
13662	3.550034	2
13663	3.5502587	2
13664	3.5504589	2
13665	3.5506835	2
13666	3.5508833	2
13667	3.5510832	2
13668	3.5513309	2
13669	3.5515307	2
13670	3.5517308	2
13671	3.5519583	2
13672	3.5521828	2
13673	3.5524099	2
13674	3.5526347	2
13675	3.5528595	2
13676	3.553084	2
13677	3.5533931	1
13678	3.5553472	2
13679	3.5555724	2
13680	3.5557724	2
13681	3.5559973	2
13682	3.5561971	2
13683	3.5563981	2
13684	3.556598	2
13685	3.5568453	2
13686	3.5570705	2
13687	3.5572705	2
13688	3.5575023	2
13689	3.5577272	2
13690	3.557952	2
13691	3.5581769	2
13692	3.5583767	2
13693	3.5586016	2
13694	3.5588263	2
13695	3.5590513	2
13696	3.5592509	2
13697	3.559476	2
13698	3.55974	2
13699	3.5599655	2
13700	3.5601901	2
13701	3.5603899	2
13702	3.5605897	2
13703	3.5607924	2
13704	3.5609925	2
13705	3.5612004	2
13706	3.5614003	2
13707	3.5616259	2
13708	3.5618259	2
13709	3.5620256	2
13710	3.5622256	2
13711	3.5624256	2
13712	3.5626505	2
13713	3.5628579	2
13714	3.5630577	2
13715	3.5632833	2
13716	3.5634832	2
13717	3.5636831	2
13718	3.5639923	1
13719	3.5659464	2
13720	3.5661461	2
13721	3.5663461	2
13722	3.5665708	2
13723	3.5667977	2
13724	3.5670225	2
13725	3.5672475	2
13726	3.5674721	2
13727	3.567672	2
13728	3.5678805	2
13729	3.5681057	2
13730	3.5683304	2
13731	3.5685551	2
13732	3.5687576	2
13733	3.5689825	2
13734	3.5691824	2
13735	3.5694072	2
13736	3.5696072	2
13737	3.5698319	2
13738	3.5700568	2
13739	3.5702565	2
13740	3.5704567	2
13741	3.5706564	2
13742	3.5708564	2
13743	3.5710637	2
13744	3.5712891	2
13745	3.5715137	2
13746	3.5717135	2
13747	3.5719384	2
13748	3.5721385	2
13749	3.5723384	2
13750	3.5725631	2
13751	3.5727629	2
13752	3.5729639	2
13753	3.5731892	2
13754	3.5734141	2
13755	3.5736395	2
13756	3.5738643	2
13757	3.5740889	2
13758	3.5743363	2
13759	3.5746453	1
13760	3.5765993	2
13761	3.576828	2
13762	3.5770349	2
13763	3.5772596	2
13764	3.5774599	2
13765	3.57766	2
13766	3.5778672	2
13767	3.5780924	2
13768	3.5783176	2
13769	3.5785177	2
13770	3.5787424	2
13771	3.5789672	2
13772	3.5791919	2
13773	3.5794405	2
13774	3.5796405	2
13775	3.5798652	2
13776	3.5800901	2
13777	3.5803149	2
13778	3.5805148	2
13779	3.5807424	2
13780	3.5809839	2
13781	3.5812091	2
13782	3.5814359	2
13783	3.5816357	2
13784	3.5818355	2
13785	3.5820356	2
13786	3.5822355	2
13787	3.5824355	2
13788	3.5826428	2
13789	3.5828679	2
13790	3.5830679	2
13791	3.5832676	2
13792	3.5834673	2
13793	3.5836669	2
13794	3.5838921	2
13795	3.5840923	2
13796	3.5842923	2
13797	3.5846012	1
13798	3.5865553	2
13799	3.5867551	2
13800	3.5869549	2
13801	3.5871549	2
13802	3.5873548	2
13803	3.5875616	2
13804	3.5877864	2
13805	3.5880112	2
13806	3.5882585	2
13807	3.5884837	2
13808	3.58871	2
13809	3.5889097	2
13810	3.5891096	2
13811	3.5893348	2
13812	3.5895599	2
13813	3.5897845	2
13814	3.5899847	2
13815	3.59021	2
13816	3.5904096	2
13817	3.5906347	2
13818	3.5908421	2
13819	3.5910671	2
13820	3.5912928	2
13821	3.5914928	2
13822	3.5916927	2
13823	3.5918928	2
13824	3.5920937	2
13825	3.5922937	2
13826	3.5925205	2
13827	3.5927459	2
13828	3.5929456	2
13829	3.5931716	2
13830	3.5933793	2
13831	3.5935792	2
13832	3.5938039	2
13833	3.5940039	2
13834	3.5942072	2
13835	3.5944324	2
13836	3.5946605	2
13837	3.5948853	2
13838	3.5951943	1
13839	3.5971485	2
13840	3.5973733	2
13841	3.5975981	2
13842	3.5978228	2
13843	3.5980477	2
13844	3.5982475	2
13845	3.5984724	2
13846	3.5986797	2
13847	3.5988795	2
13848	3.5990801	2
13849	3.5993049	2
13850	3.5995296	2
13851	3.5997296	2
13852	3.5999543	2
13853	3.6001793	2
13854	3.600404	2
13855	3.6006292	2
13856	3.6008291	2
13857	3.6010539	2
13858	3.6012787	2
13859	3.6015036	2
13860	3.6017052	2
13861	3.6019303	2
13862	3.6021943	2
13863	3.6024201	2
13864	3.6026452	2
13865	3.6028452	2
13866	3.6030453	2
13867	3.6032451	2
13868	3.6034472	2
13869	3.6036504	2
13870	3.6038501	2
13871	3.6040752	2
13872	3.6042749	2
13873	3.6044741	2
13874	3.6046749	2
13875	3.6048748	2
13876	3.6051031	2
13877	3.6053032	2
13878	3.6055105	2
13879	3.6057352	2
13880	3.6060443	1
13881	3.6079984	2
13882	3.6081981	2
13883	3.608398	2
13884	3.608598	2
13885	3.6087993	2
13886	3.6090467	2
13887	3.6092713	2
13888	3.6094961	2
13889	3.6097211	2
13890	3.6099459	2
13891	3.6101456	2
13892	3.6103455	2
13893	3.6105951	2
13894	3.61082	2
13895	3.6110448	2
13896	3.6112448	2
13897	3.6114696	2
13898	3.6116695	2
13899	3.6118943	2
13900	3.6120943	2
13901	3.6123191	2
13902	3.6125443	2
13903	3.6127441	2
13904	3.6129441	2
13905	3.613144	2
13906	3.6133487	2
13907	3.6135485	2
13908	3.6137736	2
13909	3.6139983	2
13910	3.6141981	2
13911	3.6144229	2
13912	3.6146233	2
13913	3.6148232	2
13914	3.615048	2
13915	3.6152479	2
13916	3.615448	2
13917	3.6156728	2
13918	3.6158975	2
13919	3.6161224	2
13920	3.6163699	2
13921	3.6166788	1
13922	3.6186331	2
13923	3.6188577	2
13924	3.6190829	2
13925	3.6193079	2
13926	3.6195152	2
13927	3.6197399	2
13928	3.6199408	2
13929	3.6201411	2
13930	3.6203411	2
13931	3.620566	2
13932	3.6207907	2
13933	3.6209908	2
13934	3.6212155	2
13935	3.6214403	2
13936	3.6216651	2
13937	3.6218925	2
13938	3.6220999	2
13939	3.6223249	2
13940	3.6225497	2
13941	3.6227747	2
13942	3.6229744	2
13943	3.6231993	2
13944	3.6234635	2
13945	3.6236903	2
13946	3.6239152	2
13947	3.6241149	2
13948	3.6243148	2
13949	3.6245168	2
13950	3.6247179	2
13951	3.6249177	2
13952	3.6251177	2
13953	3.6253651	2
13954	3.6255655	2
13955	3.625766	2
13956	3.6259661	2
13957	3.626166	2
13958	3.6263911	2
13959	3.6265927	2
13960	3.6267928	2
13961	3.6270177	2
13962	3.6273268	1
13963	3.6292811	2
13964	3.6294808	2
13965	3.6296888	2
13966	3.6298896	2
13967	3.6300896	2
13968	3.6303144	2
13969	3.6305392	2
13970	3.630764	2
13971	3.6309935	2
13972	3.6312408	2
13973	3.6314407	2
13974	3.6316408	2
13975	3.6318657	2
13976	3.6320905	2
13977	3.6323152	2
13978	3.6325153	2
13979	3.6327401	2
13980	3.6329399	2
13981	3.6331645	2
13982	3.6333668	2
13983	3.6336141	2
13984	3.6338392	2
13985	3.63404	2
13986	3.6342399	2
13987	3.6344399	2
13988	3.6346396	2
13989	3.6348397	2
13990	3.6350647	2
13991	3.6352895	2
13992	3.6354891	2
13993	3.6357141	2
13994	3.6359177	2
13995	3.6361176	2
13996	3.6363423	2
13997	3.636542	2
13998	3.6367419	2
13999	3.6369668	2
14000	3.6371913	2
14001	3.637416	2
14002	3.6376433	2
14003	3.6379524	1
14004	3.6399067	2
14005	3.6401313	2
14006	3.6403787	2
14007	3.6406039	2
14008	3.6408036	2
14009	3.6410357	2
14010	3.6412369	2
14011	3.6414367	2
14012	3.6416364	2
14013	3.6418613	2
14014	3.6420861	2
14015	3.6422867	2
14016	3.6425129	2
14017	3.6427377	2
14018	3.6429629	2
14019	3.6431877	2
14020	3.6433875	2
14021	3.6436144	2
14022	3.6438617	2
14023	3.6440881	2
14024	3.6442879	2
14025	3.6445163	2
14026	3.644758	2
14027	3.6449829	2
14028	3.645208	2
14029	3.6454077	2
14030	3.6456089	2
14031	3.6458092	2
14032	3.6460091	2
14033	3.6462093	2
14034	3.6464128	2
14035	3.6466379	2
14036	3.6468379	2
14037	3.6470395	2
14038	3.6472468	2
14039	3.6474468	2
14040	3.6476719	2
14041	3.6478751	2
14042	3.6480751	2
14043	3.6483228	2
14044	3.6486319	1
14045	3.6505861	2
14046	3.6507859	2
14047	3.6509868	2
14048	3.6511865	2
14049	3.651394	2
14050	3.6516188	2
14051	3.6518435	2
14052	3.6520684	2
14053	3.6522932	2
14054	3.6525411	2
14055	3.6527409	2
14056	3.6529405	2
14057	3.6531653	2
14058	3.6534127	2
14059	3.6536376	2
14060	3.6538425	2
14061	3.6540684	2
14062	3.6542681	2
14063	3.6544929	2
14064	3.6546927	2
14065	3.6549176	2
14066	3.6551421	2
14067	3.6553419	2
14068	3.6555417	2
14069	3.6557452	2
14070	3.6559451	2
14071	3.6561448	2
14072	3.6563696	2
14073	3.6566169	2
14074	3.6568169	2
14075	3.6570416	2
14076	3.6572423	2
14077	3.6574423	2
14078	3.6576669	2
14079	3.6578669	2
14080	3.6580681	2
14081	3.6582931	2
14082	3.658602	1
14083	3.6605563	2
14084	3.6607813	2
14085	3.6610067	2
14086	3.6612315	2
14087	3.6614561	2
14088	3.6616811	2
14089	3.6619059	2
14090	3.6621071	2
14091	3.6623561	2
14092	3.6625573	2
14093	3.6627572	2
14094	3.6629649	2
14095	3.6631899	2
14096	3.6634163	2
14097	3.6636163	2
14098	3.6638409	2
14099	3.6640704	2
14100	3.6642957	2
14101	3.6645205	2
14102	3.6647204	2
14103	3.6649451	2
14104	3.6651713	2
14105	3.6653995	2
14106	3.6655993	2
14107	3.6658263	2
14108	3.6660679	2
14109	3.6662931	2
14110	3.6665179	2
14111	3.666718	2
14112	3.6669253	2
14113	3.6671252	2
14114	3.6673252	2
14115	3.6675251	2
14116	3.6677284	2
14117	3.6679533	2
14118	3.6681608	2
14119	3.6683605	2
14120	3.6685603	2
14121	3.6688693	1
14122	3.6708235	2
14123	3.6710483	2
14124	3.6712481	2
14125	3.6714479	2
14126	3.6716729	2
14127	3.6718739	2
14128	3.6720755	2
14129	3.6722751	2
14130	3.6724749	2
14131	3.6726752	2
14132	3.6728999	2
14133	3.6731247	2
14134	3.673372	2
14135	3.6735971	2
14136	3.6738219	2
14137	3.6740229	2
14138	3.6742264	2
14139	3.6744513	2
14140	3.674676	2
14141	3.6749009	2
14142	3.6751007	2
14143	3.6753255	2
14144	3.6755252	2
14145	3.6757503	2
14146	3.6759505	2
14147	3.6761751	2
14148	3.6764001	2
14149	3.6766001	2
14150	3.6768112	2
14151	3.6770111	2
14152	3.6772108	2
14153	3.6774105	2
14154	3.6776357	2
14155	3.6778639	2
14156	3.678064	2
14157	3.6782887	2
14158	3.6784884	2
14159	3.6787975	1
14160	3.6807516	2
14161	3.6809763	2
14162	3.6811797	2
14163	3.6813795	2
14164	3.6816047	2
14165	3.6818309	2
14166	3.6820557	2
14167	3.6822808	2
14168	3.6825069	2
14169	3.6827328	2
14170	3.6829576	2
14171	3.6831825	2
14172	3.6833824	2
14173	3.6836081	2
14174	3.683808	2
14175	3.684008	2
14176	3.6842079	2
14177	3.6844328	2
14178	3.6846835	2
14179	3.6848833	2
14180	3.6851081	2
14181	3.6853329	2
14182	3.6855588	2
14183	3.6857872	2
14184	3.6859871	2
14185	3.6862117	2
14186	3.6864368	2
14187	3.6866621	2
14188	3.6868619	2
14189	3.6870868	2
14190	3.6873315	2
14191	3.6875561	2
14192	3.6877809	2
14193	3.6879816	2
14194	3.6881813	2
14195	3.6883816	2
14196	3.6885816	2
14197	3.688782	2
14198	3.6889893	2
14199	3.689214	2
14200	3.6895229	1
14201	3.6914771	2
14202	3.6916768	2
14203	3.6918841	2
14204	3.692084	2
14205	3.6923089	2
14206	3.6925087	2
14207	3.6927085	2
14208	3.6929369	2
14209	3.6931371	2
14210	3.6933444	2
14211	3.6935443	2
14212	3.6937447	2
14213	3.6939445	2
14214	3.6941704	2
14215	3.6943952	2
14216	3.6946235	2
14217	3.6948485	2
14218	3.6950733	2
14219	3.6952731	2
14220	3.6954731	2
14221	3.695698	2
14222	3.6959232	2
14223	3.6961704	2
14224	3.6963707	2
14225	3.6965955	2
14226	3.6967953	2
14227	3.6970201	2
14228	3.69722	2
14229	3.6974449	2
14230	3.6976701	2
14231	3.6978699	2
14232	3.6980708	2
14233	3.6982705	2
14234	3.6984704	2
14235	3.6986704	2
14236	3.6988952	2
14237	3.69912	2
14238	3.6993197	2
14239	3.6995447	2
14240	3.6997495	2
14241	3.7000604	1
14242	3.7020144	2
14243	3.7022391	2
14244	3.7024389	2
14245	3.70264	2
14246	3.7028873	2
14247	3.703112	2
14248	3.7033368	2
14249	3.7035583	2
14250	3.7037833	2
14251	3.7040089	2
14252	3.7042339	2
14253	3.7044588	2
14254	3.7046585	2
14255	3.7048868	2
14256	3.7050868	2
14257	3.7052868	2
14258	3.7054868	2
14259	3.7057115	2
14260	3.7059363	2
14261	3.7061363	2
14262	3.7063611	2
14263	3.7065871	2
14264	3.7068117	2
14265	3.7070365	2
14266	3.7072363	2
14267	3.7074612	2
14268	3.7077085	2
14269	3.7079337	2
14270	3.7081335	2
14271	3.7083584	2
14272	3.7085999	2
14273	3.7088244	2
14274	3.7090493	2
14275	3.7092491	2
14276	3.7094489	2
14277	3.7096489	2
14278	3.7098489	2
14279	3.7100488	2
14280	3.7102488	2
14281	3.7104735	2
14282	3.7107824	1
14283	3.7127365	2
14284	3.7129363	2
14285	3.7131372	2
14286	3.7133409	2
14287	3.7135884	2
14288	3.7137885	2
14289	3.7139883	2
14290	3.7142143	2
14291	3.7144143	2
14292	3.7146141	2
14293	3.7148141	2
14294	3.7150139	2
14295	3.7152151	2
14296	3.7154399	2
14297	3.7156645	2
14298	3.7159119	2
14299	3.7161368	2
14300	3.7163653	2
14301	3.7165695	2
14302	3.7167692	2
14303	3.7169944	2
14304	3.7172193	2
14305	3.7174439	2
14306	3.7176436	2
14307	3.7178685	2
14308	3.7180683	2
14309	3.7182933	2
14310	3.7184937	2
14311	3.7187185	2
14312	3.7189432	2
14313	3.7191431	2
14314	3.7193429	2
14315	3.7195425	2
14316	3.7197423	2
14317	3.7199424	2
14318	3.7201683	2
14319	3.7203929	2
14320	3.7205929	2
14321	3.7208176	2
14322	3.7210251	2
14323	3.721334	1
14324	3.7232893	2
14325	3.723516	2
14326	3.7237159	2
14327	3.7239157	2
14328	3.7241425	2
14329	3.7243708	2
14330	3.7245959	2
14331	3.7248212	2
14332	3.725046	2
14333	3.7252707	2
14334	3.7254957	2
14335	3.7257211	2
14336	3.7259284	2
14337	3.7261532	2
14338	3.7263533	2
14339	3.7265532	2
14340	3.726754	2
14341	3.7269791	2
14342	3.7272037	2
14343	3.7274039	2
14344	3.7276285	2
14345	3.7278547	2
14346	3.7280792	2
14347	3.728304	2
14348	3.7285039	2
14349	3.7287285	2
14350	3.7289757	2
14351	3.7292019	2
14352	3.7294017	2
14353	3.7296269	2
14354	3.7298688	2
14355	3.7300935	2
14356	3.7303183	2
14357	3.7305181	2
14358	3.730718	2
14359	3.730918	2
14360	3.731118	2
14361	3.7313177	2
14362	3.7315193	2
14363	3.7317459	2
14364	3.7320548	1
14365	3.7340089	2
14366	3.7342096	2
14367	3.7344095	2
14368	3.7346109	2
14369	3.734836	2
14370	3.7350363	2
14371	3.7352436	2
14372	3.7354743	2
14373	3.7356747	2
14374	3.7358748	2
14375	3.7360748	2
14376	3.7362747	2
14377	3.7364748	2
14378	3.7366995	2
14379	3.7369243	2
14380	3.7371532	2
14381	3.7373816	2
14382	3.7376064	2
14383	3.7378064	2
14384	3.7380061	2
14385	3.7382313	2
14386	3.7384579	2
14387	3.7386829	2
14388	3.7388904	2
14389	3.7391153	2
14390	3.7393155	2
14391	3.7395407	2
14392	3.7397404	2
14393	3.7399659	2
14394	3.7401905	2
14395	3.7403907	2
14396	3.7405904	2
14397	3.7407903	2
14398	3.7409901	2
14399	3.7411936	2
14400	3.7414187	2
14401	3.7416465	2
14402	3.7418465	2
14403	3.7420939	2
14404	3.7422957	2
14405	3.7426047	1
14406	3.7445609	2
14407	3.7447888	2
14408	3.7449888	2
14409	3.7451887	2
14410	3.7454136	2
14411	3.7456389	2
14412	3.7458636	2
14413	3.7461115	2
14414	3.7463364	2
14415	3.7465615	2
14416	3.7467867	2
14417	3.7470116	2
14418	3.7472189	2
14419	3.7474435	2
14420	3.7476432	2
14421	3.7478433	2
14422	3.7480465	2
14423	3.7482715	2
14424	3.7484965	2
14425	3.7486971	2
14426	3.7489217	2
14427	3.7491507	2
14428	3.7493753	2
14429	3.7496003	2
14430	3.7498044	2
14431	3.7500291	2
14432	3.7502539	2
14433	3.7505013	2
14434	3.7507012	2
14435	3.7509261	2
14436	3.7511677	2
14437	3.7513925	2
14438	3.7516172	2
14439	3.7518169	2
14440	3.7520168	2
14441	3.7522168	2
14442	3.7524188	2
14443	3.7526188	2
14444	3.7528188	2
14445	3.7530437	2
14446	3.7533527	1
14447	3.7553081	2
14448	3.7555155	2
14449	3.7557152	2
14450	3.7559151	2
14451	3.7561404	2
14452	3.7563408	2
14453	3.7565408	2
14454	3.756788	2
14455	3.7569879	2
14456	3.7571877	2
14457	3.7573877	2
14458	3.7575897	2
14459	3.7577932	2
14460	3.7580181	2
14461	3.7582428	2
14462	3.7584677	2
14463	3.758696	2
14464	3.7589211	2
14465	3.7591208	2
14466	3.7593208	2
14467	3.7595457	2
14468	3.7597704	2
14469	3.7599952	2
14470	3.7601952	2
14471	3.7604204	2
14472	3.7606201	2
14473	3.7608451	2
14474	3.7610451	2
14475	3.7612697	2
14476	3.7614947	2
14477	3.7616944	2
14478	3.7619019	2
14479	3.7621016	2
14480	3.7623025	2
14481	3.7625024	2
14482	3.7627275	2
14483	3.7629521	2
14484	3.763152	2
14485	3.7633777	2
14486	3.7635785	2
14487	3.7638875	1
14488	3.7658417	2
14489	3.7660664	2
14490	3.7662665	2
14491	3.7664664	2
14492	3.7666913	2
14493	3.766916	2
14494	3.7671633	2
14495	3.7673884	2
14496	3.7676133	2
14497	3.7678384	2
14498	3.7680633	2
14499	3.7682883	2
14500	3.768488	2
14501	3.7687129	2
14502	3.7689127	2
14503	3.7691136	2
14504	3.7693136	2
14505	3.7695384	2
14506	3.7697633	2
14507	3.7699632	2
14508	3.7702105	2
14509	3.7704351	2
14510	3.7706609	2
14511	3.7708863	2
14512	3.7710861	2
14513	3.7713109	2
14514	3.7715356	2
14515	3.7717607	2
14516	3.7719604	2
14517	3.7721887	2
14518	3.7724533	2
14519	3.7726784	2
14520	3.7729032	2
14521	3.7731036	2
14522	3.7733033	2
14523	3.7735105	2
14524	3.7737108	2
14525	3.7739109	2
14526	3.7741111	2
14527	3.77442	1
14528	3.7763753	2
14529	3.7765752	2
14530	3.7767748	2
14531	3.7769747	2
14532	3.7771748	2
14533	3.7773995	2
14534	3.7775999	2
14535	3.7777996	2
14536	3.7780243	2
14537	3.7782243	2
14538	3.7784316	2
14539	3.7786312	2
14540	3.7788309	2
14541	3.7790312	2
14542	3.7792569	2
14543	3.7794819	2
14544	3.7797067	2
14545	3.7799313	2
14546	3.7801561	2
14547	3.7803559	2
14548	3.780556	2
14549	3.7807808	2
14550	3.7810057	2
14551	3.7812312	2
14552	3.7814312	2
14553	3.7816785	2
14554	3.7818783	2
14555	3.7821028	2
14556	3.7823027	2
14557	3.7825273	2
14558	3.7827523	2
14559	3.7829523	2
14560	3.7831521	2
14561	3.7833517	2
14562	3.7835517	2
14563	3.7837516	2
14564	3.7839768	2
14565	3.7842017	2
14566	3.7844013	2
14567	3.7846273	2
14568	3.7849384	1
14569	3.7868925	2
14570	3.7870927	2
14571	3.7873176	2
14572	3.7875192	2
14573	3.7877191	2
14574	3.7879664	2
14575	3.7881923	2
14576	3.7884172	2
14577	3.788642	2
14578	3.7888668	2
14579	3.7890915	2
14580	3.7893164	2
14581	3.7895412	2
14582	3.7897411	2
14583	3.7899657	2
14584	3.7901669	2
14585	3.7903669	2
14586	3.7905665	2
14587	3.7907916	2
14588	3.7910389	2
14589	3.7912391	2
14590	3.7914637	2
14591	3.7916887	2
14592	3.7919133	2
14593	3.7921384	2
14594	3.7923385	2
14595	3.7925635	2
14596	3.7927881	2
14597	3.7930131	2
14598	3.7932181	2
14599	3.7934429	2
14600	3.7936849	2
14601	3.7939097	2
14602	3.7941572	2
14603	3.794358	2
14604	3.794558	2
14605	3.7947577	2
14606	3.7949589	2
14607	3.7951589	2
14608	3.79536	2
14609	3.7956691	1
14610	3.7976236	2
14611	3.7978269	2
14612	3.7980272	2
14613	3.7982271	2
14614	3.7984271	2
14615	3.798652	2
14616	3.7988593	2
14617	3.7990589	2
14618	3.7992839	2
14619	3.7994837	2
14620	3.799684	2
14621	3.7998869	2
14622	3.8000941	2
14623	3.8002944	2
14624	3.8005191	2
14625	3.800744	2
14626	3.8009696	2
14627	3.8011945	2
14628	3.8014419	2
14629	3.8016419	2
14630	3.801842	2
14631	3.8020668	2
14632	3.8022917	2
14633	3.8025167	2
14634	3.8027165	2
14635	3.8029416	2
14636	3.8031415	2
14637	3.8033664	2
14638	3.8035667	2
14639	3.8037928	2
14640	3.8040176	2
14641	3.8042179	2
14642	3.8044177	2
14643	3.8046252	2
14644	3.8048249	2
14645	3.8050247	2
14646	3.8052497	2
14647	3.8054744	2
14648	3.8056743	2
14649	3.8058992	2
14650	3.8062083	1
14651	3.8081624	2
14652	3.8083633	2
14653	3.808588	2
14654	3.8087893	2
14655	3.8089893	2
14656	3.8092141	2
14657	3.8094396	2
14658	3.8096644	2
14659	3.8098892	2
14660	3.8101139	2
14661	3.8103387	2
14662	3.810586	2
14663	3.8108123	2
14664	3.8110119	2
14665	3.8112369	2
14666	3.8114367	2
14667	3.8116367	2
14668	3.8118377	2
14669	3.8120624	2
14670	3.8122873	2
14671	3.8124872	2
14672	3.812712	2
14673	3.8129367	2
14674	3.8131616	2
14675	3.8133875	2
14676	3.8135881	2
14677	3.8138132	2
14678	3.814038	2
14679	3.8142628	2
14680	3.8144659	2
14681	3.8146927	2
14682	3.8149341	2
14683	3.8151588	2
14684	3.8153836	2
14685	3.8155835	2
14686	3.8157845	2
14687	3.8159843	2
14688	3.8161953	2
14689	3.8163956	2
14690	3.8165955	2
14691	3.8169045	1
14692	3.8188588	2
14693	3.8190663	2
14694	3.8192661	2
14695	3.8194661	2
14696	3.819666	2
14697	3.8198911	2
14698	3.8200907	2
14699	3.8202907	2
14700	3.8205156	2
14701	3.8207155	2
14702	3.8209228	2
14703	3.8211224	2
14704	3.8213224	2
14705	3.8215224	2
14706	3.8217473	2
14707	3.821972	2
14708	3.8221968	2
14709	3.8224217	2
14710	3.8226464	2
14711	3.8228471	2
14712	3.8230467	2
14713	3.8232719	2
14714	3.8234969	2
14715	3.8237241	2
14716	3.8239297	2
14717	3.8241564	2
14718	3.824356	2
14719	3.8245812	2
14720	3.8247813	2
14721	3.8250063	2
14722	3.8252311	2
14723	3.8254309	2
14724	3.8256309	2
14725	3.8258311	2
14726	3.8260308	2
14727	3.8262316	2
14728	3.8264563	2
14729	3.8266813	2
14730	3.8268812	2
14731	3.8271061	2
14732	3.8274152	1
14733	3.8293692	2
14734	3.8295765	2
14735	3.8298016	2
14736	3.8300013	2
14737	3.8302015	2
14738	3.8304261	2
14739	3.8306509	2
14740	3.8308793	2
14741	3.8311041	2
14742	3.8313528	2
14743	3.8315777	2
14744	3.8318023	2
14745	3.8320273	2
14746	3.8322319	2
14747	3.8324565	2
14748	3.8326655	2
14749	3.8328675	2
14750	3.8330672	2
14751	3.833292	2
14752	3.8335169	2
14753	3.8337167	2
14754	3.8339416	2
14755	3.8341664	2
14756	3.8343947	2
14757	3.83462	2
14758	3.83482	2
14759	3.8350448	2
14760	3.8352697	2
14761	3.8354945	2
14762	3.8356945	2
14763	3.8359419	2
14764	3.8361836	2
14765	3.8364155	2
14766	3.8366445	2
14767	3.8368443	2
14768	3.8370439	2
14769	3.837244	2
14770	3.8374444	2
14771	3.8376444	2
14772	3.8379603	1
14773	3.8399147	2
14774	3.8401435	2
14775	3.8403448	2
14776	3.8405447	2
14777	3.8407451	2
14778	3.840956	2
14779	3.8411809	2
14780	3.8413808	2
14781	3.8415819	2
14782	3.8418065	2
14783	3.8420067	2
14784	3.8422063	2
14785	3.8424064	2
14786	3.8426061	2
14787	3.842806	2
14788	3.8430312	2
14789	3.843256	2
14790	3.8434807	2
14791	3.8437053	2
14792	3.8439319	2
14793	3.8441392	2
14794	3.8443391	2
14795	3.8445639	2
14796	3.8447887	2
14797	3.8450144	2
14798	3.8452143	2
14799	3.8454389	2
14800	3.8456385	2
14801	3.8458653	2
14802	3.8460651	2
14803	3.84629	2
14804	3.8465151	2
14805	3.8467147	2
14806	3.8469148	2
14807	3.8471149	2
14808	3.8473223	2
14809	3.8475231	2
14810	3.8477479	2
14811	3.8479727	2
14812	3.8481723	2
14813	3.8484813	1
14814	3.8504357	2
14815	3.8506356	2
14816	3.850836	2
14817	3.8510683	2
14818	3.8512683	2
14819	3.8514716	2
14820	3.8516967	2
14821	3.8519215	2
14822	3.8521463	2
14823	3.8523712	2
14824	3.8525959	2
14825	3.8528211	2
14826	3.8530683	2
14827	3.8532931	2
14828	3.8534928	2
14829	3.8537177	2
14830	3.8539176	2
14831	3.8541176	2
14832	3.8543173	2
14833	3.8545439	2
14834	3.8547685	2
14835	3.8549687	2
14836	3.8551933	2
14837	3.8554183	2
14838	3.8556429	2
14839	3.855868	2
14840	3.8560753	2
14841	3.8563004	2
14842	3.8565251	2
14843	3.8567499	2
